Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase,Customer_Password
180,27-12-05,28-12-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,10-01-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11155,Hunter R,891-535-012,356 Mori Court,26-01-80,Labour,F  ,14962,VOLKSWAGEN,PASSAT,3C 3.2 V6 FSI,2006,54990,3.2L,MULTI POINT F/INJ,70L,184Kw,5,6ADSG,4D SEDAN,AWD,2709mm,
181,28-12-05,28-12-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,03-01-06,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,14966,VOLKSWAGEN,GOLF,2.0 GENERATION,2004,29490,2.0L,MULTI POINT F/INJ,55L,85Kw,5,4A,5D HATCHBACK,FWD,2511mm,
182,29-12-05,29-12-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,15-01-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,11157,Hannah L,974-535-017,832 Preston Ct.,21-06-79,Labour,M  ,14962,VOLKSWAGEN,PASSAT,3C 3.2 V6 FSI,2006,54990,3.2L,MULTI POINT F/INJ,70L,184Kw,5,6ADSG,4D SEDAN,AWD,2709mm,
183,30-12-05,30-12-05,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,06-01-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14961,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2005,78600,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5,6ATip,4D WAGON,4WD,2855mm,
184,31-12-05,31-12-05,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,16-01-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11159,Brianna H,319-535-018,793 Bonifacio St.,27-09-79,Labour,F  ,14965,VOLKSWAGEN,CARAVELLE,V6,2003,59990,2.8L,MULTI POINT F/INJ,80L,150Kw,8,4A,4D WAGON,FWD,2920mm,
185,01-01-06,01-01-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,05-01-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11158,Jason W,694-535-017,771 Bundros Court,18-10-79,Labour,F  ,14969,VOLKSWAGEN,1600,SUPER BUG L,1975,3798,1.6L,CARB,42L,37Kw,4,4M,2D SEDAN,RWD,2420mm,
186,02-01-06,03-01-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,06-01-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11151,Melinda G,543-535-011,05 Rainier Dr.,25-02-46,Labour,F  ,14967,VOLKSWAGEN,POLO,OPEN AIR,1999,21490,1.6L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm,
187,03-01-06,03-01-06,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,12-01-06,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11153,Angela J,847-535-011,877 Weatherly Drive,23-06-80,Labour,F  ,14966,VOLKSWAGEN,GOLF,2.0 GENERATION,2004,29490,2.0L,MULTI POINT F/INJ,55L,85Kw,5,4A,5D HATCHBACK,FWD,2511mm,
188,04-01-06,05-01-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,09-01-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11151,Melinda G,543-535-011,05 Rainier Dr.,25-02-46,Labour,F  ,14969,VOLKSWAGEN,1600,SUPER BUG L,1975,3798,1.6L,CARB,42L,37Kw,4,4M,2D SEDAN,RWD,2420mm,
189,05-01-06,06-01-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,07-01-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11157,Hannah L,974-535-017,832 Preston Ct.,21-06-79,Labour,M  ,14967,VOLKSWAGEN,POLO,OPEN AIR,1999,21490,1.6L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm,
190,06-01-06,06-01-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,11-01-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,11151,Melinda G,543-535-011,05 Rainier Dr.,25-02-46,Labour,F  ,14961,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2005,78600,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5,6ATip,4D WAGON,4WD,2855mm,
191,07-01-06,07-01-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,10-01-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11152,James W,355-535-015,827 Seagull Court,20-01-80,Labour,F  ,14967,VOLKSWAGEN,POLO,OPEN AIR,1999,21490,1.6L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm,
193,09-01-06,10-01-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,12-01-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11157,Hannah L,974-535-017,832 Preston Ct.,21-06-79,Labour,M  ,14967,VOLKSWAGEN,POLO,OPEN AIR,1999,21490,1.6L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm,
194,10-01-06,13-01-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,12-01-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11150,Russell S,543-535-019,755 Easley Drive,25-03-45,Retiree,F  ,14985,ALFA ROMEO,156,V6 24V,2002,57500,2.5L,MULTI POINT F/INJ,63L,140Kw,5,6M,4D SEDAN,FWD,2595mm,
195,11-01-06,12-01-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,12-02-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11152,James W,355-535-015,827 Seagull Court,20-01-80,Labour,F  ,14967,VOLKSWAGEN,POLO,OPEN AIR,1999,21490,1.6L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm,
196,12-01-06,12-01-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,13-01-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11150,Russell S,543-535-019,755 Easley Drive,25-03-45,Retiree,F  ,14985,ALFA ROMEO,156,V6 24V,2002,57500,2.5L,MULTI POINT F/INJ,63L,140Kw,5,6M,4D SEDAN,FWD,2595mm,
197,13-01-06,13-01-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,21-01-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11150,Russell S,543-535-019,755 Easley Drive,25-03-45,Retiree,F  ,14985,ALFA ROMEO,156,V6 24V,2002,57500,2.5L,MULTI POINT F/INJ,63L,140Kw,5,6M,4D SEDAN,FWD,2595mm,
198,14-01-06,15-01-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,22-01-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,11158,Jason W,694-535-017,771 Bundros Court,18-10-79,Labour,F  ,14962,VOLKSWAGEN,PASSAT,3C 3.2 V6 FSI,2006,54990,3.2L,MULTI POINT F/INJ,70L,184Kw,5,6ADSG,4D SEDAN,AWD,2709mm,
199,15-01-06,15-01-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,24-01-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14984,ALFA ROMEO,GTV,2,1999,61990,2.0L,MULTI POINT F/INJ,70L,114Kw,4,5M,2D COUPE,FWD,2540mm,
200,16-01-06,17-01-06,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,21-01-06,4,Goulburn_store,1825 Village Pl.,543-535-0162,Goulburn                      ,New South Wales,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,15004,MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm,
201,17-01-06,17-01-06,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria                    ,New South Wales,03-02-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11250,Shannon L,543-535-011,185 Keywood Ct.,22-03-59,Manager,F  ,15001,ALFA ROMEO,156,2.0 SELESPEED TWIN SPARK,1999,49950,2.0L,MULTI POINT F/INJ,63L,114Kw,5,5MSel,4D SEDAN,FWD,2595mm,
202,18-01-06,19-01-06,2,Coffs Harbour_store,2243 W St.,543-535-0110,Coffs Harbour                 ,New South Wales,23-01-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15002,ALFA ROMEO,147,2.0 TWIN SPARK,2003,39500,2.0L,MULTI POINT F/INJ,60L,110Kw,5,5M,5D HATCHBACK,FWD,2546mm,
203,19-01-06,19-01-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11-02-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11258,Xavier H,559-535-014,707 Virgil Street,07-06-37,Retiree,F  ,15003,MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm,
204,20-01-06,21-01-06,4,Goulburn_store,1825 Village Pl.,543-535-0162,Goulburn                      ,New South Wales,29-01-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15004,MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm,
205,21-01-06,21-01-06,5,Lane Cove_store,7553 Harness Circle,543-535-0131,Lane Cove                     ,New South Wales,27-01-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm,
206,22-01-06,25-01-06,6,Lavender Bay_store,7305 Humphrey Drive,543-535-0151,Lavender Bay                  ,New South Wales,11-02-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm,
207,23-01-06,23-01-06,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,12-02-06,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,11253,José H,712-535-013,703 Donald Dr.,07-02-37,Retiree,M  ,15007,MERCEDES-BENZ,ML,320 LUXURY 4x4,2000,72900,3.2L,MULTI POINT F/INJ,70L,160Kw,5,5ATS,4D WAGON,4WD,2820mm,
208,24-01-06,24-01-06,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,24-02-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,11258,Xavier H,559-535-014,707 Virgil Street,07-06-37,Retiree,F  ,15008,MERCEDES-BENZ,SLK230,KOMPRESSOR,2000,95380,2.3L,SUPERCHARGED MPFI,53L,142Kw,2,5A,2D CONVERTIBLE,RWD,2400mm,
209,25-01-06,25-01-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,02-02-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11253,José H,712-535-013,703 Donald Dr.,07-02-37,Retiree,M  ,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm,
210,26-01-06,27-01-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11-02-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15010,MERCEDES-BENZ,300,TE,1991,124500,3.0L,ELECTRONIC F/INJ,70L,135Kw,7,4A,4D WAGON,RWD,2800mm,
211,27-01-06,27-01-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11-02-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm,
212,28-01-06,28-01-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,24-02-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15003,MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm,
213,29-01-06,29-01-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,14-02-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15004,MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm,
214,30-01-06,30-01-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,18-02-06,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm,
215,31-01-06,31-01-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,20-02-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm,
216,01-02-06,02-02-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,18-02-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm,
217,02-02-06,02-02-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,10-02-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11250,Shannon L,543-535-011,185 Keywood Ct.,22-03-59,Manager,F  ,15000,ALFA ROMEO,147,GTA MONZA,2005,59990,3.2L,MULTI POINT F/INJ,63L,184Kw,5,6M,3D HATCHBACK,FWD,2546mm,
218,03-02-06,03-02-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,16-02-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11250,Shannon L,543-535-011,185 Keywood Ct.,22-03-59,Manager,F  ,15001,ALFA ROMEO,156,2.0 SELESPEED TWIN SPARK,1999,49950,2.0L,MULTI POINT F/INJ,63L,114Kw,5,5MSel,4D SEDAN,FWD,2595mm,
220,05-02-06,06-02-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,10-02-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15020,MERCEDES-BENZ,280,W126 SE,1982,55979,2.7L,ELECTRONIC F/INJ,90L,125Kw,5,4A,4D SEDAN,RWD,2935mm,
222,07-02-06,08-02-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,12-02-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15022,MERCEDES-BENZ,ML,320 LUXURY 4x4,1999,73400,3.2L,MULTI POINT F/INJ,70L,160Kw,5,5ATS,4D WAGON,4WD,2820mm,
223,08-02-06,08-02-06,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,17-02-06,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,11253,José H,712-535-013,703 Donald Dr.,07-02-37,Retiree,M  ,15023,MERCEDES-BENZ,ML,W163 270 CDI LUXURY 4x4,2003,77274,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm,
224,09-02-06,12-02-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,10-03-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15024,MERCEDES-BENZ,E280,W210 ELEGANCE,1999,112400,2.8L,MULTI POINT F/INJ,80L,150Kw,5,5ASeq,4D SEDAN,RWD,2833mm,
225,10-02-06,10-02-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,18-02-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11258,Xavier H,559-535-014,707 Virgil Street,07-06-37,Retiree,F  ,15025,MERCEDES-BENZ,VITO,115CDI COMPACT CREW CAB,2005,48380,2.1L,DIESEL TURBO F/INJ,75L,110Kw,5,5A,5D VAN,RWD,3200mm,
226,11-02-06,11-02-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,12-03-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11252,Nicholas T,377-535-014,04 O St.,17-06-36,Retiree,M  ,15026,MERCEDES-BENZ,180,E LIMITED EDITION,1993,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
227,12-02-06,12-02-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,21-02-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15027,MERCEDES-BENZ,A160,AVANTGARDE,1999,41400,1.6L,MULTI POINT F/INJ,54L,75Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
228,13-02-06,14-02-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,22-02-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15028,MERCEDES-BENZ,ML,270 CDI 4x4,2001,64900,2.7L,TURBO CDI,70L,120Kw,5,5ATS,4D WAGON,4WD,2820mm,
229,14-02-06,14-02-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,19-02-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15029,MERCEDES-BENZ,A170,W169 ELEGANCE,2006,42400,1.7L,MULTI POINT F/INJ,54L,85Kw,5,CVT7,5D HATCHBACK,FWD,2568mm,
230,15-02-06,18-02-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,16-03-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11252,Nicholas T,377-535-014,04 O St.,17-06-36,Retiree,M  ,15030,MERCEDES-BENZ,300,W124 E,1986,79296,3.0L,ELECTRONIC F/INJ,70L,135Kw,5,4A,4D SEDAN,RWD,2800mm,
231,16-02-06,16-02-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,21-02-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15001,ALFA ROMEO,156,2.0 SELESPEED TWIN SPARK,1999,49950,2.0L,MULTI POINT F/INJ,63L,114Kw,5,5MSel,4D SEDAN,FWD,2595mm,
232,17-02-06,18-02-06,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,25-02-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm,
233,18-02-06,18-02-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,20-02-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm,
234,19-02-06,20-02-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,22-02-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11217,Natalie A,300-535-015,592 Bent Tree Lane,21-02-54,Researcher,F  ,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm,
235,20-02-06,20-02-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,28-02-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm,
236,21-02-06,24-02-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,12-03-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11252,Nicholas T,377-535-014,04 O St.,17-06-36,Retiree,M  ,15011,MERCEDES-BENZ,C200,W202 ELEGANCE,2000,64580,2.0L,MULTI POINT F/INJ,62L,100Kw,5,5A,4D SEDAN,RWD,2690mm,
237,22-02-06,22-02-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,13-03-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11217,Natalie A,300-535-015,592 Bent Tree Lane,21-02-54,Researcher,F  ,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm,
238,23-02-06,24-02-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,28-02-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15008,MERCEDES-BENZ,SLK230,KOMPRESSOR,2000,95380,2.3L,SUPERCHARGED MPFI,53L,142Kw,2,5A,2D CONVERTIBLE,RWD,2400mm,
239,24-02-06,24-02-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,13-03-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15003,MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm,
240,25-02-06,28-02-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,15-03-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11219,Charles C,755-535-011,871 Bel Air Dr.,12-12-54,Researcher,F  ,15040,MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm,
241,26-02-06,27-02-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,12-03-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11219,Charles C,755-535-011,871 Bel Air Dr.,12-12-54,Researcher,F  ,15041,MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
