Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase
198,13/01/2006,13/01/2006,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,21/01/2006,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11150,Russell S,543-535-019,,25/03/1945,Retiree,F,14985,ALFA ROMEO,156,V6 24V,2002.0,57500.0,2.5L,MULTI POINT F/INJ,63L,140Kw,5.0,6M,4D SEDAN,FWD,2595mm
199,14/01/2006,15/01/2006,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,22/01/2006,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,11158,Jason W,694-535-017,,18/10/1979,Labour,F,14962,VOLKSWAGEN,PASSAT,3C 3.2 V6 FSI,2006.0,54990.0,3.2L,MULTI POINT F/INJ,70L,184Kw,5.0,6ADSG,4D SEDAN,AWD,2709mm
200,15/01/2006,15/01/2006,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,24/01/2006,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,11156,Maria R,158-535-019,,17/02/1980,Labour,M,14984,ALFA ROMEO,GTV,2,1999.0,61990.0,2.0L,MULTI POINT F/INJ,70L,114Kw,4.0,5M,2D COUPE,FWD,2540mm
201,16/01/2006,17/01/2006,40,Warrnambool_Store,9353 Creekside Dr.,543-535-0183,Warrnambool ,Victoria,21/01/2006,4,Goulburn_Store,1825 Village Pl.,543-535-0162,Goulburn,New South Wales,11154,Megan W,918-535-018,,21/08/1980,Labour,F,15004,MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002.0,69474.0,2.7L,TURBO CDI,83L,120Kw,5.0,5ATS,4D WAGON,4WD,2820mm
202,17/01/2006,17/01/2006,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria,New South Wales,03/02/2006,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11250,Shannon L,543-535-011,,22/03/1959,Manager,F,15001,ALFA ROMEO,156,2.0 SELESPEED TWIN SPARK,1999.0,49950.0,2.0L,MULTI POINT F/INJ,63L,114Kw,5.0,5MSel,4D SEDAN,FWD,2595mm
203,18/01/2006,19/01/2006,2,Coffs Harbour_Store,2243 W St.,543-535-0110,Coffs Harbour ,New South Wales,23/01/2006,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11259,Victoria S,230-535-013,,27/03/1969,Manager,M,15002,ALFA ROMEO,147,2.0 TWIN SPARK,2003.0,39500.0,2.0L,MULTI POINT F/INJ,60L,110Kw,5.0,5M,5D HATCHBACK,FWD,2546mm
204,19/01/2006,19/01/2006,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11/02/2006,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11258,Xavier H,559-535-014,,07/06/1937,Retiree,F,15003,MERCEDES-BENZ,SLK,R171 200K,2004.0,86900.0,1.8L,SUPERCHARGED MPFI,70L,120Kw,2.0,5ATS,2D CONVERTIBLE,RWD,2430mm
205,20/01/2006,21/01/2006,4,Goulburn_Store,1825 Village Pl.,543-535-0162,Goulburn,New South Wales,29/01/2006,13,Port Macquarie_Store,4785 Scott Street,717-535-0164,Port Macquarie,New South Wales,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15004,MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002.0,69474.0,2.7L,TURBO CDI,83L,120Kw,5.0,5ATS,4D WAGON,4WD,2820mm
206,21/01/2006,21/01/2006,5,Lane Cove_Store,7553 Harness Circle,543-535-0131,Lane Cove ,New South Wales,27/01/2006,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002.0,77274.0,3.2L,MULTI POINT F/INJ,83L,160Kw,5.0,5ATS,4D WAGON,4WD,2820mm
207,22/01/2006,25/01/2006,6,Lavender Bay_Store,7305 Humphrey Drive,543-535-0151,Lavender Bay,New South Wales,11/02/2006,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,11259,Victoria S,230-535-013,,27/03/1969,Manager,M,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002.0,61400.0,1.8L,SUPERCHARGED MPFI,70L,105Kw,5.0,5ATS,4D SEDAN,RWD,2715mm
208,23/01/2006,23/01/2006,7,Malabar_Store,2612 Berry Dr,543-535-0184,Malabar ,New South Wales,12/02/2006,7,Malabar_Store,2612 Berry Dr,543-535-0184,Malabar ,New South Wales,11253,José H,712-535-013,,07/02/1937,Retiree,M,15007,MERCEDES-BENZ,ML,320 LUXURY 4x4,2000.0,72900.0,3.2L,MULTI POINT F/INJ,70L,160Kw,5.0,5ATS,4D WAGON,4WD,2820mm
209,24/01/2006,24/01/2006,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,24/02/2006,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,11258,Xavier H,559-535-014,,07/06/1937,Retiree,F,15008,MERCEDES-BENZ,SLK230,KOMPRESSOR,2000.0,95380.0,2.3L,SUPERCHARGED MPFI,53L,142Kw,2.0,5A,2D CONVERTIBLE,RWD,2400mm
210,25/01/2006,25/01/2006,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,02/02/2006,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,11253,José H,712-535-013,,07/02/1937,Retiree,M,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004.0,99900.0,5.0L,MULTI POINT F/INJ,83L,215Kw,5.0,5ATS,4D WAGON,4WD,2820mm
211,26/01/2006,27/01/2006,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11/02/2006,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15010,MERCEDES-BENZ,300,TE,1991.0,124500.0,3.0L,ELECTRONIC F/INJ,70L,135Kw,7.0,4A,4D WAGON,RWD,2800mm
212,27/01/2006,27/01/2006,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11/02/2006,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11254,Johnathan V,494-535-016,,13/03/1937,Retiree,M,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002.0,77274.0,3.2L,MULTI POINT F/INJ,83L,160Kw,5.0,5ATS,4D WAGON,4WD,2820mm
213,28/01/2006,28/01/2006,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,24/02/2006,39,Sunbury_Store,8357 Sandy Cove Lane,543-535-0114,Sunbury ,Victoria,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15003,MERCEDES-BENZ,SLK,R171 200K,2004.0,86900.0,1.8L,SUPERCHARGED MPFI,70L,120Kw,2.0,5ATS,2D CONVERTIBLE,RWD,2430mm
214,29/01/2006,29/01/2006,13,Port Macquarie_Store,4785 Scott Street,717-535-0164,Port Macquarie,New South Wales,14/02/2006,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11259,Victoria S,230-535-013,,27/03/1969,Manager,M,15004,MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002.0,69474.0,2.7L,TURBO CDI,83L,120Kw,5.0,5ATS,4D WAGON,4WD,2820mm
215,30/01/2006,30/01/2006,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,18/02/2006,32,Bendigo_Store,6465 Detroit Ave.,543-535-0195,Bendigo ,Victoria,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002.0,77274.0,3.2L,MULTI POINT F/INJ,83L,160Kw,5.0,5ATS,4D WAGON,4WD,2820mm
216,31/01/2006,31/01/2006,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,20/02/2006,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,11255,Colin L,599-535-013,,14/04/1937,Retiree,F,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002.0,61400.0,1.8L,SUPERCHARGED MPFI,70L,105Kw,5.0,5ATS,4D SEDAN,RWD,2715mm
217,01/02/2006,02/02/2006,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,18/02/2006,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,11254,Johnathan V,494-535-016,,13/03/1937,Retiree,M,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004.0,99900.0,5.0L,MULTI POINT F/INJ,83L,215Kw,5.0,5ATS,4D WAGON,4WD,2820mm
218,02/02/2006,02/02/2006,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,10/02/2006,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11250,Shannon L,543-535-011,,22/03/1959,Manager,F,15000,ALFA ROMEO,147,GTA MONZA,2005.0,59990.0,3.2L,MULTI POINT F/INJ,63L,184Kw,5.0,6M,3D HATCHBACK,FWD,2546mm
220,03/02/2006,03/02/2006,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,16/02/2006,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11250,Shannon L,543-535-011,,22/03/1959,Manager,F,15001,ALFA ROMEO,156,2.0 SELESPEED TWIN SPARK,1999.0,49950.0,2.0L,MULTI POINT F/INJ,63L,114Kw,5.0,5MSel,4D SEDAN,FWD,2595mm
222,05/02/2006,06/02/2006,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,10/02/2006,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15020,MERCEDES-BENZ,280,W126 SE,1982.0,55979.0,2.7L,ELECTRONIC F/INJ,90L,125Kw,5.0,4A,4D SEDAN,RWD,2935mm
223,07/02/2006,08/02/2006,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,12/02/2006,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15022,MERCEDES-BENZ,ML,320 LUXURY 4x4,1999.0,73400.0,3.2L,MULTI POINT F/INJ,70L,160Kw,5.0,5ATS,4D WAGON,4WD,2820mm
224,08/02/2006,08/02/2006,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,17/02/2006,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,11253,José H,712-535-013,,07/02/1937,Retiree,M,15023,MERCEDES-BENZ,ML,W163 270 CDI LUXURY 4x4,2003.0,77274.0,2.7L,TURBO CDI,83L,120Kw,5.0,5ATS,4D WAGON,4WD,2820mm
225,09/02/2006,12/02/2006,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,10/03/2006,29,Findon_Store,9111 Rose Ann Ave,543-535-0116,Findon,South Australia,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15024,MERCEDES-BENZ,E280,W210 ELEGANCE,1999.0,112400.0,2.8L,MULTI POINT F/INJ,80L,150Kw,5.0,5ASeq,4D SEDAN,RWD,2833mm
226,10/02/2006,10/02/2006,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,18/02/2006,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,11258,Xavier H,559-535-014,,07/06/1937,Retiree,F,15025,MERCEDES-BENZ,VITO,115CDI COMPACT CREW CAB,2005.0,48380.0,2.1L,DIESEL TURBO F/INJ,75L,110Kw,5.0,5A,5D VAN,RWD,3200mm
227,11/02/2006,11/02/2006,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,12/03/2006,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,11252,Nicholas T,377-535-014,,17/06/1936,Retiree,M,15026,MERCEDES-BENZ,180,E LIMITED EDITION,1993.0,47115.0,1.8L,ELECTRONIC F/INJ,55L,82Kw,5.0,4A,4D SEDAN,RWD,2665mm
228,12/02/2006,12/02/2006,27,Townsville_Store,8211 Leeds Ct.,543-535-0131,Townsville,Queensland,21/02/2006,27,Townsville_Store,8211 Leeds Ct.,543-535-0131,Townsville,Queensland,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15027,MERCEDES-BENZ,A160,AVANTGARDE,1999.0,41400.0,1.6L,MULTI POINT F/INJ,54L,75Kw,5.0,5MSeq,5D HATCHBACK,FWD,2423mm
229,13/02/2006,14/02/2006,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,22/02/2006,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15028,MERCEDES-BENZ,ML,270 CDI 4x4,2001.0,64900.0,2.7L,TURBO CDI,70L,120Kw,5.0,5ATS,4D WAGON,4WD,2820mm
230,14/02/2006,14/02/2006,29,Findon_Store,9111 Rose Ann Ave,543-535-0116,Findon,South Australia,19/02/2006,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11259,Victoria S,230-535-013,,27/03/1969,Manager,M,15029,MERCEDES-BENZ,A170,W169 ELEGANCE,2006.0,42400.0,1.7L,MULTI POINT F/INJ,54L,85Kw,5.0,CVT7,5D HATCHBACK,FWD,2568mm
231,15/02/2006,18/02/2006,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,16/03/2006,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,11252,Nicholas T,377-535-014,,17/06/1936,Retiree,M,15030,MERCEDES-BENZ,300,W124 E,1986.0,79296.0,3.0L,ELECTRONIC F/INJ,70L,135Kw,5.0,4A,4D SEDAN,RWD,2800mm
232,16/02/2006,16/02/2006,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,21/02/2006,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15001,ALFA ROMEO,156,2.0 SELESPEED TWIN SPARK,1999.0,49950.0,2.0L,MULTI POINT F/INJ,63L,114Kw,5.0,5MSel,4D SEDAN,FWD,2595mm
233,17/02/2006,18/02/2006,32,Bendigo_Store,6465 Detroit Ave.,543-535-0195,Bendigo ,Victoria,25/02/2006,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11254,Johnathan V,494-535-016,,13/03/1937,Retiree,M,15005,MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002.0,77274.0,3.2L,MULTI POINT F/INJ,83L,160Kw,5.0,5ATS,4D WAGON,4WD,2820mm
234,18/02/2006,18/02/2006,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,20/02/2006,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,11255,Colin L,599-535-013,,14/04/1937,Retiree,F,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004.0,99900.0,5.0L,MULTI POINT F/INJ,83L,215Kw,5.0,5ATS,4D WAGON,4WD,2820mm
235,19/02/2006,20/02/2006,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,22/02/2006,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11217,Natalie A,300-535-015,,21/02/1954,Researcher,F,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002.0,61400.0,1.8L,SUPERCHARGED MPFI,70L,105Kw,5.0,5ATS,4D SEDAN,RWD,2715mm
236,20/02/2006,20/02/2006,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,28/02/2006,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15009,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004.0,99900.0,5.0L,MULTI POINT F/INJ,83L,215Kw,5.0,5ATS,4D WAGON,4WD,2820mm
237,21/02/2006,24/02/2006,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,12/03/2006,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11252,Nicholas T,377-535-014,,17/06/1936,Retiree,M,15011,MERCEDES-BENZ,C200,W202 ELEGANCE,2000.0,64580.0,2.0L,MULTI POINT F/INJ,62L,100Kw,5.0,5A,4D SEDAN,RWD,2690mm
238,22/02/2006,22/02/2006,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,13/03/2006,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11217,Natalie A,300-535-015,,21/02/1954,Researcher,F,15006,MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002.0,61400.0,1.8L,SUPERCHARGED MPFI,70L,105Kw,5.0,5ATS,4D SEDAN,RWD,2715mm
239,23/02/2006,24/02/2006,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,28/02/2006,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15008,MERCEDES-BENZ,SLK230,KOMPRESSOR,2000.0,95380.0,2.3L,SUPERCHARGED MPFI,53L,142Kw,2.0,5A,2D CONVERTIBLE,RWD,2400mm
240,24/02/2006,24/02/2006,39,Sunbury_Store,8357 Sandy Cove Lane,543-535-0114,Sunbury ,Victoria,13/03/2006,39,Sunbury_Store,8357 Sandy Cove Lane,543-535-0114,Sunbury ,Victoria,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15003,MERCEDES-BENZ,SLK,R171 200K,2004.0,86900.0,1.8L,SUPERCHARGED MPFI,70L,120Kw,2.0,5ATS,2D CONVERTIBLE,RWD,2430mm
241,25/02/2006,28/02/2006,13,Port Macquarie_Store,4785 Scott Street,717-535-0164,Port Macquarie,New South Wales,15/03/2006,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11219,Charles C,755-535-011,,12/12/1954,Researcher,F,15040,MERCEDES-BENZ,230,W124 E,1988.0,87100.0,2.3L,ELECTRONIC F/INJ,70L,97Kw,5.0,4A,4D SEDAN,RWD,2800mm
243,26/02/2006,27/02/2006,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,12/03/2006,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,11219,Charles C,755-535-011,,12/12/1954,Researcher,F,15041,MERCEDES-BENZ,180,E LIMITED EDITION,1992.0,45690.0,1.8L,ELECTRONIC F/INJ,55L,82Kw,5.0,4A,4D SEDAN,RWD,2665mm
244,28/02/2006,28/02/2006,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,08/03/2006,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11213,Stephanie M,293-535-015,,24/05/1953,Researcher,M,15043,MERCEDES-BENZ,380,SEL,1982.0,68795.0,3.8L,ELECTRONIC F/INJ,90L,145Kw,5.0,4A,4D SEDAN,RWD,3075mm
245,01/03/2006,02/03/2006,4,Goulburn_Store,1825 Village Pl.,543-535-0162,Goulburn,New South Wales,05/04/2006,39,Sunbury_Store,8357 Sandy Cove Lane,543-535-0114,Sunbury ,Victoria,11218,Olivia B,414-535-014,,21/09/1954,Researcher,M,15044,MERCEDES-BENZ,A190,W168 LWB ELEGANCE,2004.0,42900.0,1.9L,MULTI POINT F/INJ,54L,92Kw,5.0,5MSeq,5D HATCHBACK,FWD,2593mm
246,02/03/2006,02/03/2006,5,Lane Cove_Store,7553 Harness Circle,543-535-0131,Lane Cove ,New South Wales,20/03/2006,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11215,Ana P,446-535-013,,21/06/1954,Researcher,M,15045,MERCEDES-BENZ,180,E LIMITED EDITION,1994.0,47115.0,1.8L,ELECTRONIC F/INJ,55L,82Kw,5.0,4A,4D SEDAN,RWD,2665mm
247,03/03/2006,04/03/2006,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,28/03/2006,30,Perth_Store,6385 Mark Twain,543-535-0146,Perth ,South Australia,11217,Natalie A,300-535-015,,21/02/1954,Researcher,F,15046,MERCEDES-BENZ,A190,W168 AVANTGARDE,2001.0,41230.0,1.9L,MULTI POINT F/INJ,54L,92Kw,5.0,5MSeq,5D HATCHBACK,FWD,2423mm
248,04/03/2006,04/03/2006,7,Malabar_Store,2612 Berry Dr,543-535-0184,Malabar ,New South Wales,12/03/2006,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11218,Olivia B,414-535-014,,21/09/1954,Researcher,M,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000.0,111580.0,2.3L,SUPERCHARGED MPFI,62L,142Kw,4.0,5A,2D CABRIOLET,RWD,2690mm
249,05/03/2006,05/03/2006,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,20/03/2006,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,11216,Jasmine T,939-535-013,,20/05/1954,Researcher,F,15048,MERCEDES-BENZ,A190,W168 AVANTGARDE,2000.0,41230.0,1.9L,MULTI POINT F/INJ,54L,92Kw,5.0,5MSeq,5D HATCHBACK,FWD,2423mm
250,06/03/2006,06/03/2006,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,24/03/2006,27,Townsville_Store,8211 Leeds Ct.,543-535-0131,Townsville,Queensland,11214,Charles M,389-535-011,,17/11/1953,Researcher,F,15049,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2001.0,98500.0,5.0L,MULTI POINT F/INJ,83L,215Kw,5.0,5ATS,4D WAGON,4WD,2820mm
251,07/03/2006,07/03/2006,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,12/03/2006,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11219,Charles C,755-535-011,,12/12/1954,Researcher,F,15050,MERCEDES-BENZ,E500,211 AVANTGARDE,2002.0,153900.0,5.0L,MULTI POINT F/INJ,89L,225Kw,5.0,5ATSh,4D SEDAN,RWD,2854mm
252,08/03/2006,08/03/2006,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,14/03/2006,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11259,Victoria S,230-535-013,,27/03/1969,Manager,M,15043,MERCEDES-BENZ,380,SEL,1982.0,68795.0,3.8L,ELECTRONIC F/INJ,90L,145Kw,5.0,4A,4D SEDAN,RWD,3075mm
253,09/03/2006,12/03/2006,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,13/03/2006,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,11254,Johnathan V,494-535-016,,13/03/1937,Retiree,M,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000.0,111580.0,2.3L,SUPERCHARGED MPFI,62L,142Kw,4.0,5A,2D CABRIOLET,RWD,2690mm
254,10/03/2006,10/03/2006,29,Findon_Store,9111 Rose Ann Ave,543-535-0116,Findon,South Australia,11/04/2006,29,Findon_Store,9111 Rose Ann Ave,543-535-0116,Findon,South Australia,11257,Jacqueline P,796-535-011,,16/01/1937,Retiree,F,15024,MERCEDES-BENZ,E280,W210 ELEGANCE,1999.0,112400.0,2.8L,MULTI POINT F/INJ,80L,150Kw,5.0,5ASeq,4D SEDAN,RWD,2833mm
255,11/03/2006,14/03/2006,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,18/03/2006,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11210,Edward W,229-535-011,,18/06/1952,Researcher,M,15042,MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006.0,225600.0,5.4L,SUPERCHARGED MPFI,80L,350Kw,5.0,5ATSh,4D SEDAN,RWD,2854mm
256,12/03/2006,12/03/2006,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,16/03/2006,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15041,MERCEDES-BENZ,180,E LIMITED EDITION,1992.0,45690.0,1.8L,ELECTRONIC F/INJ,55L,82Kw,5.0,4A,4D SEDAN,RWD,2665mm
257,13/03/2006,13/03/2006,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,19/03/2006,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11252,Nicholas T,377-535-014,,17/06/1936,Retiree,M,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000.0,111580.0,2.3L,SUPERCHARGED MPFI,62L,142Kw,4.0,5A,2D CABRIOLET,RWD,2690mm
258,14/03/2006,14/03/2006,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,23/03/2006,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11256,Katelyn H,249-535-011,,20/09/1937,Retiree,M,15043,MERCEDES-BENZ,380,SEL,1982.0,68795.0,3.8L,ELECTRONIC F/INJ,90L,145Kw,5.0,4A,4D SEDAN,RWD,3075mm
259,15/03/2006,15/03/2006,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,24/03/2006,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,11251,Xavier L,243-535-011,,14/07/1936,Retiree,M,15040,MERCEDES-BENZ,230,W124 E,1988.0,87100.0,2.3L,ELECTRONIC F/INJ,70L,97Kw,5.0,4A,4D SEDAN,RWD,2800mm
260,16/03/2006,16/03/2006,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,24/03/2006,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11259,Victoria S,230-535-013,,27/03/1969,Manager,M,15041,MERCEDES-BENZ,180,E LIMITED EDITION,1992.0,45690.0,1.8L,ELECTRONIC F/INJ,55L,82Kw,5.0,4A,4D SEDAN,RWD,2665mm
